Game,Discount %,Original,Final,Review % positive,Reviews,Review label,Store URL
Dungeon Rushers,80,$3.19,$0.63,63,793,mixed,https://store.steampowered.com/app/429620/
Robothorium,80,$3.19,$0.63,65,249,mixed,https://store.steampowered.com/app/657090/
Marlow Briggs and the Mask of Death,80,$3.29,$0.65,90,1924,positive,https://store.steampowered.com/app/249680/
Hands of Necromancy,80,$3.29,$0.65,86,347,positive,https://store.steampowered.com/app/1898610/
Sinheritance,80,$3.29,$0.65,94,54,positive,https://store.steampowered.com/app/4736640/
Nobunaga's Shadow,80,$3.29,$0.65,84,19,positive,https://store.steampowered.com/app/868930/
Noun Town: Learn & Chill,80,$3.29,$0.65,,,,https://store.steampowered.com/app/4809790/
The Thrill Of The Fight 2 - Puma Original Special Edition Red Gloves,80,$3.29,$0.65,,,,https://store.steampowered.com/app/4885220/
The Thrill Of The Fight 2 - Puma Original Special Edition Black Gloves,80,$3.29,$0.65,,,,https://store.steampowered.com/app/4933090/
The Thrill Of The Fight 2 - Puma Original Red Gloves,80,$3.29,$0.65,,,,https://store.steampowered.com/app/4933050/
The Thrill Of The Fight 2 - Puma Original Black Gloves,80,$3.29,$0.65,,,,https://store.steampowered.com/app/4933010/
Food Store Simulator,80,$3.29,$0.65,,,,https://store.steampowered.com/app/4289260/
Super Box Land Demake,80,$3.29,$0.65,,,,https://store.steampowered.com/app/1373750/
Super Wiloo Demake,80,$3.29,$0.65,,,,https://store.steampowered.com/app/1373760/
Worm in horror place,80,$3.29,$0.65,,,,https://store.steampowered.com/app/4386270/
Pixel Puzzles Traditional Jigsaws Pack: Forests,80,$3.39,$0.67,,,,https://store.steampowered.com/app/1176229/
Pixel Puzzles Traditional Jigsaws Pack: Native American,80,$3.39,$0.67,,,,https://store.steampowered.com/app/1176226/
911 Operator - Every Life Matters,80,$3.49,$0.69,83,142,positive,https://store.steampowered.com/app/580731/
Lovely Planet,80,$3.49,$0.69,92,1385,positive,https://store.steampowered.com/app/298600/
ARRIVAL: ZERO EARTH,80,$3.49,$0.69,80,154,positive,https://store.steampowered.com/app/1613580/
Panic In The Woods,80,$3.49,$0.69,68,114,mixed,https://store.steampowered.com/app/3036880/
Vetrix,80,$3.49,$0.69,97,34,positive,https://store.steampowered.com/app/1307070/
Lovely Planet Arcade,80,$3.49,$0.69,79,86,positive,https://store.steampowered.com/app/436000/
MEMENTO,80,$3.49,$0.69,78,79,positive,https://store.steampowered.com/app/437030/
Iron Warriors: T-72 Tank Command,80,$3.49,$0.69,65,268,mixed,https://store.steampowered.com/app/1670/
Heroes of Legionwood,80,$3.49,$0.69,75,32,positive,https://store.steampowered.com/app/278590/
Neptunia Virtual Stars - Kizuna AI (Character & Story),80,$3.49,$0.69,70,10,positive,https://store.steampowered.com/app/1472860/
Gunslingers & Zombies,80,$3.49,$0.69,73,26,positive,https://store.steampowered.com/app/1059740/
Funfair Ride Simulator 3,80,$3.49,$0.69,62,82,mixed,https://store.steampowered.com/app/497720/
Third Wild,80,$3.49,$0.69,52,17,mixed,https://store.steampowered.com/app/2074040/
Qube Qross,80,$3.49,$0.69,55,18,mixed,https://store.steampowered.com/app/1301580/
Nightfall Secrets,80,$3.49,$0.69,16,18,negative,https://store.steampowered.com/app/3356970/
Transport INC - Seamanship,80,$3.49,$0.69,,,,https://store.steampowered.com/app/1826600/
4x4 Dream Race,80,$3.49,$0.69,25,36,negative,https://store.steampowered.com/app/313330/
Sandbox:God Simulator,80,$3.49,$0.69,,,,https://store.steampowered.com/app/2361370/
Jigsaw Puzzle Pack - Pixel Puzzles Ultimate: Custom Cars,80,$3.49,$0.69,,,,https://store.steampowered.com/app/1952646/
Heroes of Legionwood - Episode 2,80,$3.49,$0.69,,,,https://store.steampowered.com/app/445710/
Heroes of Legionwood - Episode 3,80,$3.49,$0.69,,,,https://store.steampowered.com/app/680160/
The Flight Of Dowran,80,$3.49,$0.69,,,,https://store.steampowered.com/app/717040/
Through Space,80,$3.49,$0.69,,,,https://store.steampowered.com/app/4246050/
Funfair Ride Simulator 3 - Ride Pack 1,80,$3.49,$0.69,,,,https://store.steampowered.com/app/498410/
Funfair Ride Simulator 3 - Ride Pack 2,80,$3.49,$0.69,,,,https://store.steampowered.com/app/499570/
Funfair Ride Simulator 3 - Ride Pack 3,80,$3.49,$0.69,,,,https://store.steampowered.com/app/499571/
Funfair Ride Simulator 3 - Ride Pack 4,80,$3.49,$0.69,,,,https://store.steampowered.com/app/499572/
Funfair Ride Simulator 3 - Ride Pack 5,80,$3.49,$0.69,,,,https://store.steampowered.com/app/499573/
Funfair Ride Simulator 3 - Ride Pack 6,80,$3.49,$0.69,,,,https://store.steampowered.com/app/499670/
Dance Assembly,80,$3.49,$0.69,,,,https://store.steampowered.com/app/1639180/
Inhibit,80,$3.49,$0.69,,,,https://store.steampowered.com/app/2578950/
Pixel Puzzles Illustrations & Anime - Jigsaw Pack: Microorganisms,80,$3.49,$0.69,,,,https://store.steampowered.com/app/1577790/
Edolie Strategy Guide,80,$3.49,$0.69,,,,https://store.steampowered.com/app/353060/
Driver Night Trip,80,$3.49,$0.69,,,,https://store.steampowered.com/app/4232770/
Goblin Dish,80,$3.49,$0.69,,,,https://store.steampowered.com/app/4244780/
Tense Parking,80,$3.49,$0.69,,,,https://store.steampowered.com/app/4381840/
Infected Swarm,80,$3.49,$0.69,,,,https://store.steampowered.com/app/4301710/
Bloody Good Time,80,$3.69,$0.73,79,930,positive,https://store.steampowered.com/app/2450/
Far Cry® 4 – Overrun,80,$3.69,$0.73,41,92,mixed,https://store.steampowered.com/app/324343/
Trials Fusion - Fire in the Deep,80,$3.69,$0.73,,,,https://store.steampowered.com/app/337750/
Trials Fusion - Fault One Zero,80,$3.69,$0.73,,,,https://store.steampowered.com/app/337740/
Trials Fusion - Welcome to the Abyss,80,$3.69,$0.73,,,,https://store.steampowered.com/app/326170/
Trials Fusion - Riders of the Rustlands,80,$3.69,$0.73,,,,https://store.steampowered.com/app/311550/
Trials Fusion - After the Incident,80,$3.69,$0.73,,,,https://store.steampowered.com/app/355770/
Trials Fusion - Empire of the Sky,80,$3.69,$0.73,,,,https://store.steampowered.com/app/311551/
Iris and the Giant,80,$3.79,$0.75,87,698,positive,https://store.steampowered.com/app/1127610/
Defend the Rook,80,$3.79,$0.75,73,189,positive,https://store.steampowered.com/app/1531250/
A Long Way Down,80,$3.79,$0.75,57,117,mixed,https://store.steampowered.com/app/856990/
Crypt of the NecroDancer: AMPLIFIED,80,$3.99,$0.79,96,358,positive,https://store.steampowered.com/app/554000/
Hero of the Kingdom: The Lost Tales 3,80,$3.99,$0.79,91,477,positive,https://store.steampowered.com/app/3340810/
nail'd,80,$3.99,$0.79,80,1088,positive,https://store.steampowered.com/app/40380/
112 Operator - The Last Duty,80,$3.99,$0.79,79,260,positive,https://store.steampowered.com/app/1570180/
Artifact Adventure,80,$3.99,$0.79,72,169,positive,https://store.steampowered.com/app/359440/
112 Operator - Water Operations,80,$3.99,$0.79,50,73,mixed,https://store.steampowered.com/app/1412760/
112 Operator - Pandemic Outbreak,80,$3.99,$0.79,63,60,mixed,https://store.steampowered.com/app/1412761/
Havsala: Into the Soul Palace,80,$3.99,$0.79,91,608,positive,https://store.steampowered.com/app/1732750/
Sanator: Scarlet Scarf,80,$3.99,$0.79,89,500,positive,https://store.steampowered.com/app/650330/
Pirate Hunter,80,$3.99,$0.79,87,80,positive,https://store.steampowered.com/app/3061910/
Visionarium,80,$3.99,$0.79,85,70,positive,https://store.steampowered.com/app/928300/
Fearless Fantasy,80,$3.99,$0.79,88,112,positive,https://store.steampowered.com/app/282100/
Verlet Ascend,80,$3.99,$0.79,89,74,positive,https://store.steampowered.com/app/2113120/
Shogunaria,80,$3.99,$0.79,81,27,positive,https://store.steampowered.com/app/2070540/
Fields of Glory,80,$3.99,$0.79,81,16,positive,https://store.steampowered.com/app/1237800/
Medieval Battlefields,80,$3.99,$0.79,78,14,positive,https://store.steampowered.com/app/459040/
Hello Neighbor's Favorite Songs,80,$3.99,$0.79,63,80,mixed,https://store.steampowered.com/app/767890/
Painkiller Overdose,80,$3.99,$0.79,69,949,mixed,https://store.steampowered.com/app/3270/
Infinity Runner,80,$3.99,$0.79,72,93,positive,https://store.steampowered.com/app/279920/
Time Gate: Knight's Chase,80,$3.99,$0.79,78,14,positive,https://store.steampowered.com/app/781280/
World War II GI,80,$3.99,$0.79,44,70,mixed,https://store.steampowered.com/app/376750/
The Brothers Hotel,80,$3.99,$0.79,67,28,mixed,https://store.steampowered.com/app/3443410/
Blue Light,80,$3.99,$0.79,62,43,mixed,https://store.steampowered.com/app/3216430/
Ultimate Summer,80,$3.99,$0.79,95,23,positive,https://store.steampowered.com/app/664460/
Animal Rivals,80,$3.99,$0.79,52,34,mixed,https://store.steampowered.com/app/617420/
The Flying Dutchman,80,$3.99,$0.79,3,33,negative,https://store.steampowered.com/app/321600/
Faeria - Puzzle Pack Elements,80,$3.99,$0.79,,,,https://store.steampowered.com/app/947950/
Plancon: Space Conflict,80,$3.99,$0.79,34,76,negative,https://store.steampowered.com/app/461940/
Active Neurons - New 7 Wonders Of The World,80,$3.99,$0.79,,,,https://store.steampowered.com/app/1422720/
Pixel Puzzles Traditional Jigsaws Pack: Chihuahuas,80,$3.99,$0.79,,,,https://store.steampowered.com/app/1176217/
Viper,80,$3.99,$0.79,,,,https://store.steampowered.com/app/1140530/
The Lost City Of Malathedra,80,$3.99,$0.79,,,,https://store.steampowered.com/app/354690/
FLASHOUT 3: Ignitation,80,$3.99,$0.79,,,,https://store.steampowered.com/app/2175730/
Fast Break,80,$3.99,$0.79,,,,https://store.steampowered.com/app/1544730/
Homaysa,80,$3.99,$0.79,,,,https://store.steampowered.com/app/2170860/
クウルウ見聞録,80,$3.99,$0.79,,,,https://store.steampowered.com/app/2552570/
Bionic Hunter VR,80,$3.99,$0.79,,,,https://store.steampowered.com/app/1204880/
Crimzon Clover WORLD IGNITION - Superplay Strategy Guide,80,$3.99,$0.79,,,,https://store.steampowered.com/app/326310/
Fragments of Us,80,$3.99,$0.79,,,,https://store.steampowered.com/app/3609140/
Play a game with me,80,$3.99,$0.79,,,,https://store.steampowered.com/app/3908440/
Grimwatch: Mutation Protocol,80,$4.04,$0.80,100,11,positive,https://store.steampowered.com/app/4586320/
Trials® Rising Sixty-Six,80,$4.39,$0.87,,,,https://store.steampowered.com/app/924183/
Let Them Come,80,$4.49,$0.89,84,1084,positive,https://store.steampowered.com/app/505630/
911 Operator - Search & Rescue,80,$4.49,$0.89,83,89,positive,https://store.steampowered.com/app/606971/
Moving Out - Movers in Paradise,80,$4.49,$0.89,91,34,positive,https://store.steampowered.com/app/1464740/
PewDiePie: Legend of the Brofist,80,$4.49,$0.89,91,1346,positive,https://store.steampowered.com/app/390520/
Mortal Glory,80,$4.49,$0.89,86,553,positive,https://store.steampowered.com/app/1097530/
Heart of Eternity,80,$4.49,$0.89,72,18,positive,https://store.steampowered.com/app/3863600/
City Legends: Trapped In Mirror Collector's Edition,80,$4.49,$0.89,86,22,positive,https://store.steampowered.com/app/2101330/
The Tenth Line,80,$4.49,$0.89,83,135,positive,https://store.steampowered.com/app/575940/
Unsolved Case: Murderous Script Collector's Edition,80,$4.49,$0.89,76,21,positive,https://store.steampowered.com/app/2353870/
Whisper of Y'Ryando,80,$4.49,$0.89,70,89,positive,https://store.steampowered.com/app/3255870/
4 The Elements,80,$4.49,$0.89,42,14,mixed,https://store.steampowered.com/app/2081090/
Deadstone,80,$4.49,$0.89,76,52,positive,https://store.steampowered.com/app/327150/
S. Prysm Destroyer,80,$4.49,$0.89,76,13,positive,https://store.steampowered.com/app/2975480/
Jacob's Quest Anniversary Edition,80,$4.49,$0.89,41,24,mixed,https://store.steampowered.com/app/1981700/
Social Justice Warriors,80,$4.49,$0.89,50,100,mixed,https://store.steampowered.com/app/348270/
2024 U.S. Election Simulator,80,$4.49,$0.89,55,18,mixed,https://store.steampowered.com/app/2542440/
Royal Romances: Forbidden Magic Collector's Edition,80,$4.49,$0.89,,,,https://store.steampowered.com/app/2320220/
Hidden Object Secrets: Family Revenge Collector's Edition,80,$4.49,$0.89,,,,https://store.steampowered.com/app/2690810/
DIY Fashion Star,80,$4.49,$0.89,,,,https://store.steampowered.com/app/2876240/
Crossroad of Worlds: Cursed Letters Collector's Edition,80,$4.49,$0.89,,,,https://store.steampowered.com/app/2500240/
Jigsaw Puzzle Pack - Pixel Puzzles Ultimate: Halloween 5,80,$4.49,$0.89,,,,https://store.steampowered.com/app/1952650/
Jigsaw Puzzle Pack - Pixel Puzzles Ultimate: Civil Unrest,80,$4.49,$0.89,,,,https://store.steampowered.com/app/1952652/
Shoot the Robots VR,80,$4.49,$0.89,,,,https://store.steampowered.com/app/2699100/
The Way Of Love: Sub Zero,80,$4.49,$0.89,,,,https://store.steampowered.com/app/461590/
Victorian Admirals: Marianas Incident 1887,80,$4.49,$0.89,,,,https://store.steampowered.com/app/1258640/
Ankh Guardian - Treasure of the Demon's Temple/ゴッド・オブ・ウォール 魔宮の秘宝,80,$4.49,$0.89,,,,https://store.steampowered.com/app/975160/
Roseblight,80,$4.49,$0.89,,,,https://store.steampowered.com/app/1728080/
amazin' George 2 Digital Deluxe,80,$4.49,$0.89,,,,https://store.steampowered.com/app/1870210/
Weeks Till Winter,80,$4.49,$0.89,,,,https://store.steampowered.com/app/3262560/
99 Waves to Die,80,$4.50,$0.90,78,129,positive,https://store.steampowered.com/app/360600/
Petz® Horsez® 2,80,$4.69,$0.93,75,176,positive,https://store.steampowered.com/app/15160/
Splatter - Zombiecalypse Now,80,$4.79,$0.95,86,682,positive,https://store.steampowered.com/app/281920/
FlatOut,80,$4.99,$0.99,90,1643,positive,https://store.steampowered.com/app/6220/
Path of Giants,80,$4.99,$0.99,97,410,positive,https://store.steampowered.com/app/1181400/
UberSoldier II,80,$4.99,$0.99,77,546,positive,https://store.steampowered.com/app/281410/
NEO AQUARIUM - The King of Crustaceans -,80,$4.99,$0.99,80,252,positive,https://store.steampowered.com/app/355240/
Umihara Kawase,80,$4.99,$0.99,92,218,positive,https://store.steampowered.com/app/384690/
Aveyond 3-4: The Darkthrop Prophecy,80,$4.99,$0.99,86,38,positive,https://store.steampowered.com/app/321890/
Darkstar One,80,$4.99,$0.99,83,592,positive,https://store.steampowered.com/app/12330/
Aveyond 3-2: Gates of Night,80,$4.99,$0.99,86,37,positive,https://store.steampowered.com/app/278490/
Afterinfection,80,$4.99,$0.99,56,464,mixed,https://store.steampowered.com/app/1341210/
Aveyond 3-3: The Lost Orb,80,$4.99,$0.99,74,35,positive,https://store.steampowered.com/app/321880/
Eternal Destiny,80,$4.99,$0.99,78,225,positive,https://store.steampowered.com/app/377880/
Chess of Mana,80,$4.99,$0.99,88,18,positive,https://store.steampowered.com/app/3778350/
Aveyond 3-1: Lord of Twilight,80,$4.99,$0.99,79,102,positive,https://store.steampowered.com/app/272010/
Dig Deep,80,$4.99,$0.99,66,133,mixed,https://store.steampowered.com/app/2361780/
AMAZE!,80,$4.99,$0.99,88,34,positive,https://store.steampowered.com/app/2348810/
Edolie,80,$4.99,$0.99,80,25,positive,https://store.steampowered.com/app/349240/
Takedown: Red Sabre,80,$4.99,$0.99,36,1915,negative,https://store.steampowered.com/app/236510/
ESPER,80,$4.99,$0.99,86,15,positive,https://store.steampowered.com/app/792340/
Lexica,80,$4.99,$0.99,79,209,positive,https://store.steampowered.com/app/306680/
Princess Isabella,80,$4.99,$0.99,79,139,positive,https://store.steampowered.com/app/292660/
CRIMSON ROOM® DECADE,80,$4.99,$0.99,54,55,mixed,https://store.steampowered.com/app/262510/
3D Custom Lady Maker,80,$4.99,$0.99,65,269,mixed,https://store.steampowered.com/app/985760/
Haegemonia: Legions of Iron,80,$4.99,$0.99,67,70,mixed,https://store.steampowered.com/app/294770/
Dungeons and Robots,80,$4.99,$0.99,40,135,mixed,https://store.steampowered.com/app/386650/
Haegemonia: The Solon Heritage,80,$4.99,$0.99,66,99,mixed,https://store.steampowered.com/app/294790/
Axial Disc 2,80,$4.99,$0.99,100,12,positive,https://store.steampowered.com/app/1956680/
Dreamscape,80,$4.99,$0.99,76,26,positive,https://store.steampowered.com/app/271990/
Space Cows,80,$4.99,$0.99,71,21,positive,https://store.steampowered.com/app/933160/
Surrounded,80,$4.99,$0.99,39,445,negative,https://store.steampowered.com/app/1813170/
Hazen: The Dark Whispers,80,$4.99,$0.99,21,51,negative,https://store.steampowered.com/app/46730/
Spirit of Adventure,80,$4.99,$0.99,,,,https://store.steampowered.com/app/1260920/
Holiday in Europe: Wonders of Germany Collector's Edition,80,$4.99,$0.99,,,,https://store.steampowered.com/app/3350040/
Relaxing Time Italy Tour Collector's Edition,80,$4.99,$0.99,,,,https://store.steampowered.com/app/3100010/
Press Lex to Metaverx,80,$4.99,$0.99,,,,https://store.steampowered.com/app/2091740/
The Tainted,80,$4.99,$0.99,,,,https://store.steampowered.com/app/1765470/
Jigsaw Puzzle Pack - Pixel Puzzles Ultimate Germany 2,80,$4.99,$0.99,,,,https://store.steampowered.com/app/1952654/
Destroyer,80,$4.99,$0.99,,,,https://store.steampowered.com/app/528020/
Music From Binaries,80,$4.99,$0.99,,,,https://store.steampowered.com/app/455670/
Pixel Puzzles Traditional Jigsaws Pack: Korea,80,$4.99,$0.99,,,,https://store.steampowered.com/app/1176228/
Super Retro Retry,80,$4.95,$0.99,,,,https://store.steampowered.com/app/2648560/
Winter Stealth,80,$5.00,$1.00,81,11,positive,https://store.steampowered.com/app/2387020/
Infested Lands,80,$5.00,$1.00,75,12,positive,https://store.steampowered.com/app/2387010/
BRAVE ADVENTURER,80,$5.00,$1.00,70,10,positive,https://store.steampowered.com/app/2387030/
Robots - Invaders,80,$5.00,$1.00,61,18,mixed,https://store.steampowered.com/app/2313990/
Floodland Stories and Art,80,$5.00,$1.00,,,,https://store.steampowered.com/app/2218180/
Graveyard Keeper - Stranger Sins,80,$5.49,$1.09,80,424,positive,https://store.steampowered.com/app/1163770/
Graveyard Keeper - Better Save Soul,80,$5.49,$1.09,48,396,mixed,https://store.steampowered.com/app/1788370/
Graveyard Keeper - Game Of Crone,80,$5.49,$1.09,67,464,mixed,https://store.steampowered.com/app/1430990/
Chivalry 2 - King's Edition Content,80,$5.49,$1.09,80,128,positive,https://store.steampowered.com/app/2140440/
Chivalry 2 - Special Edition Content,80,$5.49,$1.09,56,314,mixed,https://store.steampowered.com/app/1998240/
FlatOut 2,80,$5.49,$1.09,94,4475,positive,https://store.steampowered.com/app/2990/
Party Hard,80,$5.49,$1.09,85,3244,positive,https://store.steampowered.com/app/356570/
Punch Club,80,$5.49,$1.09,72,3593,positive,https://store.steampowered.com/app/394310/
Momodora: Reverie Under The Moonlight,80,$5.49,$1.09,92,4174,positive,https://store.steampowered.com/app/428550/
Shadow Warrior Classic Redux,80,$5.49,$1.09,88,1892,positive,https://store.steampowered.com/app/225160/
